ID,Script_ID,Entity_Type,Value,Value_BAAI,Top1_Similarity_BAAI,Value_BERT,Top1_Similarity_BERT,Value_BERT0,Top1_Similarity_BERT0,Value_sentence-t5-large,Top1_Similarity_sentence-t5-large,Value_GPT3.5,Usage
850,script_97622.txt,Function,Land cover classification using Random Forest algorithm,Training And Sampling For Land Cover Classification,0.764269888,Random Forest Classification,0.998996675,Spectral Distance Calculation,0.915516376,Mapping Land Cover,0.847367287,Random Forest Classification,4950
851,script_97651.txt,Function,Cloud masking operation for Landsat image collections,Image Cloud Masking,0.787792921,Sort Image Collections By Cloud Cover,0.999335647,Image Cloud Masking,0.944249928,Image Cloud Masking,0.90769428,Cloud And Shade Masking,4955
852,script_97683.txt,Function,Image filtering by date and location,Filter Images By Date And Region,0.891982794,Filter Images By Date And Region,0.999470472,Filter Image Collection By Date And Region,0.937378764,Filter Images By Date And Region,0.955160141,Filter Image Collection By Date And Region,4955
853,script_97683.txt,Function,Image clipping to specified geometry,Clip Images To Specific Geographic Boundaries,0.823548019,Add NDVI Band To Images,0.999193072,Image Stacking,0.891643167,Clip Images To A Specific Region,0.900091052,Clip Images To A Specific Region,4955
854,script_97683.txt,Function,Layer addition to map display,Layer Addition To Map,0.895837545,Layer Addition To Map,0.999665916,Layer Addition To Map,0.985707879,Layer Addition To Map,0.93437314,Add A Feature Collection,4955
855,script_97683.txt,Function,Image export to Google Drive,Export Processed Images To Google Drive,0.888643742,Export Processed Images To Google Drive,0.999581039,Export Processed Data To Google Drive,0.908570945,Export Processed Images To Google Drive,0.960088491,Export Processed Images To Google Drive,4955
856,script_97700.txt,Function,Compute NDVI and GCI,Generate Time Series Charts For NDVI,0.695110679,Visualize NDVI And Date Information,0.999182105,Generate And Display A Scatter Plot,0.884765029,Calculate Normalized Difference Water Body Index (NDWBI),0.841840088,Image Index Calculation,4945
857,script_97700.txt,Function,Cluster NDVI and NDWI data,Cluster Image Data,0.779951155,Visualize NDVI And Date Information,0.999159455,Cluster Image Data,0.900827229,Visualize Clustered Data,0.852231741,Image Clustering,4945
858,script_97700.txt,Function,Filter and cluster SAR data,Data Filtering,0.712381124,Cloud And Shade Masking,0.999154091,Feature Filtering And Mapping,0.927148581,Cluster Analysis,0.862614512,Cluster Analysis,4945
859,script_97704.txt,Function,Exporting Elevation data to Drive,Elevation Data Extraction,0.802067876,Export Processed Images To Drive,0.999257743,Exporting Prediction Results,0.939660847,Export Processed Data To Drive,0.879387379,Export Processed Data To Drive,4945
860,script_97704.txt,Function,Adding layers to the map,Layer Addition To Map,0.9115358,Add Tasseled Cap Transformation,0.99795115,Layer Addition To Map,0.954190969,Layer Addition To Map,0.939965606,Layer Addition To Map,4945
861,script_97704.txt,Function,Generating histogram for ALOS DSM,Generating Histograms,0.707487285,Generating Histograms,0.998881221,Generate Histograms For Image Data Analysis,0.859098136,Generating Histograms,0.904708505,Histogram Generation,4943
862,script_97718.txt,Function,Cloud masking to improve image quality,Image Cloud Masking,0.844536126,Image Cloud Masking,0.999153614,Image Cloud Masking,0.958856106,Image Cloud Masking,0.936552167,Image Cloud Masking,4943
863,script_97718.txt,Function,NDVI calculation to assess vegetation health,"Maximum, Minimum And Mean Statistical Analysis (NDVI and Vegetation Indices)",0.718069255,Calculate dNBR For Fire Severity,0.999109268,Area Degradation Calculation,0.933853269,Calculate Environmental And Vegetation Indices,0.871163368,Calculate NDVI,4943
864,script_97718.txt,Function,MSI calculation for moisture stress evaluation,Topographic Wetness Index (TWI) Computation,0.628497541,Calculate dNBR For Fire Severity,0.999191046,Area Degradation Calculation,0.95340395,Calculates Modified Normalized Difference Water Index (MNDWI),0.868347406,Calculate NDVI,4943
865,script_97724.txt,Function,Cloud and shadow masking,Shadow Masking,0.869046092,Cloud And Cloud Shadow Masking,0.999847174,Cloud And Cloud Shadow Masking,0.969192922,Image Cloud Masking,0.923042893,Cloud And Shade Masking,4943
866,script_97724.txt,Function,NDVI band addition,Add NDVI Band To Images,0.865978897,Seasonal NDVI Analysis,0.999450982,Image Band Addition,0.925509572,Image Band Addition,0.877355456,Add NDVI Band To Images,4937
867,script_97724.txt,Function,Image collection filtering,Filter Image Collection,0.88791275,Filter Image Collection,0.999664903,Temporal Image Collection Filtering,0.983245134,Filter Image Collection,0.987343848,Filter Image Collection,4937
868,script_97724.txt,Function,Chart generation,Generate Time Series Charts,0.798256993,Gradient Calculation,0.999121368,Classification,0.954911172,Generate Time Series Charts,0.898455858,Generate Time Series Charts,4937
869,script_97724.txt,Function,Region reduction,Reduction Of Image Regions,0.801023304,Mean Reduction,0.999230921,Mean Reduction,0.939730704,Reduction Of Image Regions,0.905161858,Reduction Of Image Regions,4937
870,script_97724.txt,Function,Data formatting and merging,Filter And Merge,0.778657794,Data Partitioning,0.999164522,Data Acquisition And Preprocessing,0.942026496,Data Fusion,0.86819303,Converts Joined Data To Image Collection,4937
871,script_97954.txt,Function,"Filtering Landsat imagery by date, location, and cloud cover",Filter Images By Cloud Cover,0.758270025,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.998729408,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.845695853,Filter Images By Cloud Cover,0.90473485,Filter Image Collection By Date And Region,4975
872,script_97954.txt,Function,Creating composite images for 2000 and 2017,Displays Composite Image,0.699485481,Create Median Composite Of Images,0.998581886,Creating Median Composites For Specific Time Periods,0.885892391,Export Composite Image,0.85052824,Generate Image Composites For Indices/Index,4975
873,script_97954.txt,Function,Calculating spectral ratios for different bands,Calculate Data For Specific Spectral Bands,0.83011353,Calculate Data For Specific Spectral Bands,0.999579549,Calculate Data For Specific Spectral Bands,0.945407033,Calculate Data For Specific Spectral Bands,0.9189744,Calculate Spectral Indices And Ratios From Satellite Bands,4975
874,script_97954.txt,Function,Masking forest areas for land change classification,Vegetation Masking,0.729849279,Visualize Changes In Forest Cover Over Time,0.999042511,Remapping Land Cover Classes,0.926095724,Vegetation Masking,0.89137423,Clip Images To Specific Geographic Boundaries,4975
875,script_97954.txt,Function,Training a CART classifier for classification,Prepares Images For Classification,0.68703872,Training CART Classifier,0.998979568,Data Preparation For Training,0.933519423,Trains And Applies Classifier,0.889702082,Training CART Classifier,4975
876,script_97955.txt,Function,Image composite creation,Displays Composite Image,0.800936759,Binary Image Creation,0.99951148,Binary Image Creation,0.937989533,Export Composite Image,0.9168998,Generate Image Composites,4943
877,script_97955.txt,Function,Image ratio calculation,Image Index Calculation,0.820655465,Generate Ratio Images,0.999487519,Image Index Calculation,0.9838202,Image Fraction Calculation,0.919146538,Calculate Ratio Between Recent And Historical Images,4943
878,script_97955.txt,Function,Image masking,Image Masking,0.976809919,Image Masking,1,Image Masking,1,Image Masking,0.991538405,Image Masking,4943
879,script_97955.txt,Function,Land change classification,Land Cover Change Analysis,0.744739234,Elevation Classification,0.999233127,Elevation Classification,0.963831067,Remapping Land Cover Classes,0.892084479,Land Cover Change Analysis,4943
880,script_97974.txt,Function,Image collection filtering based on date and cloud cover,Filter Image Collection By Cloud Coverage,0.857540488,Filter Image Collection By Date And Region,0.999426365,Filter Image Collection By Cloud Coverage,0.888206124,Filter Image Collection By Cloud Coverage,0.965661943,Filter Image Collection By Date And Cloud Cover,4943
881,script_97974.txt,Function,Buffer creation around country borders,Buffer Creation,0.772494376,Terrain Data Generation and Analysis,0.998898566,Export Flood Extent,0.900987983,Border Noise Correction,0.816755474,Buffering Geometries,4960
882,script_97974.txt,Function,Composite creation for Landsat 7 and Landsat 8,Filter And Composite,0.616623521,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.998660624,Urban Area Calculation,0.870230079,"Merge, Harmonize, And Standardize Landsat Image Collections",0.823979616,Filter And Mosaic Landsat Images,4960
883,script_97974.txt,Function,Band ratio calculation for different spectral bands,Calculate Data For Specific Spectral Bands,0.807228208,Calculate Data For Specific Spectral Bands,0.999084949,Unit Conversion For Temperature Data,0.952716231,Calculate Data For Specific Spectral Bands,0.921104431,Spectral Distance Calculation,4960
884,script_97974.txt,Function,Land change classification using CART classifier,Remapping Land Cover Classes,0.713409841,Train And Apply SVM Classifier,0.999139249,Elevation Thresholding,0.935905397,Remapping Land Cover Classes,0.875052571,Training CART Classifier,4960
885,script_97988.txt,Function,Image mosaicking for Landsat 8,Filter And Mosaic Landsat Images,0.744240165,Filter And Mosaic Landsat Images,0.999045849,Spatial Masking,0.890121758,Mosaic Landsat Images,0.897708535,Mosaic Landsat Images,4960
886,script_97988.txt,Function,Image mosaicking for Landsat 7,Mosaic Landsat Images,0.746696174,Filter And Mosaic Landsat Images,0.999059558,Mosaic Landsat Images,0.888807774,Mosaic Landsat Images,0.901212096,Image Mosaicking,4956
887,script_97988.txt,Function,Image mosaicking for Sentinel 2,Image Mosaicking,0.727695048,Link Maps For Synchronized Viewing,0.998530507,Feature Sampling For Training,0.914018035,Image Segmentation,0.864898562,Image Mosaicking,4956
888,script_97988.txt,Function,Quality band addition to Sentinel imagery,Image Band Addition,0.749824047,Clip Temperature Data To Area Of Interest,0.999023676,Feature Collection Sampling For Training,0.926406682,Image Band Addition,0.842786074,Add Cloud Cover Percentage Band,4956
889,script_97988.txt,Function,Classification training and application,Training And Sampling For Land Cover Classification,0.752767682,Classification And Machine Learning,0.999170303,Training And Sampling For Land Cover Classification,0.905724049,Trains And Applies Classifier,0.901415706,Machine Learning Classification,4956
890,script_97988.txt,Function,Masking of water bodies in classification,Apply Mask To Classification Results,0.750860393,Apply Threshold To Identify Water Surface,0.99896419,Elevation Thresholding,0.898527026,Identifying Water Body,0.87136656,Identify Water And Flood Surfaces Using Indices,4956
891,script_97988.txt,Function,Area calculation for forested regions,Forest Area Calculation,0.894212067,Water body Area Calculation,0.998907685,Forest Area Calculation,0.903532982,Forest Area Calculation,0.975154042,Area Calculation,4966
892,script_97988.txt,Function,Image export to Google Drive,Export Processed Images To Google Drive,0.888643742,Export Processed Images To Google Drive,0.999581039,Export Processed Data To Google Drive,0.908570945,Export Processed Images To Google Drive,0.960088491,Export Processed Data To Google Drive,4966
893,script_97991.txt,Function,"Filtering Landsat images by bounds, date, and cloud cover",Filter Image Collection By Date And Boundaries,0.803846359,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,0.999050677,Filter Image Collection By Date And Boundaries,0.856961966,Filter Images By Cloud Cover,0.91602385,Filter And Mosaic Landsat Images For Specific Dates And Cloud Cover,4966
894,script_97991.txt,Function,Creating a composite image using Landsat simple composite algorithm,Filter And Mosaic Landsat Images,0.72651124,Create Image Composites To Minimize Cloud Cover,0.998987794,Applying Mean Filter To Image,0.921342671,Filter And Mosaic Landsat Images,0.872472107,Generate Image Composites,4966
895,script_97991.txt,Function,Training a classifier for image classification,Prepares Images For Classification,0.780802488,Sampling Regions For Classifier Training,0.99890244,Data Preparation For Training,0.940236866,Classify Images Based On Training Data,0.941601992,Machine Learning Model Training,4966
896,script_97991.txt,Function,Creating masks for water bodies and cities,Mask Areas To Refine Flood Detection,0.708055377,Identify Water And Flood Surfaces Using Indices,0.998845816,Apply Masks To Classified Images,0.824640989,Flood Mask Generation,0.876270354,Mask Application,4950
