ID,Script_ID,Entity_Type,Value,Value_BAAI
1592,script_98260.txt,Function,Filter region by administrative name,Filter Images By Region
1593,script_98260.txt,Function,Add layer to map with styling,Layer Addition To Map
1594,script_98260.txt,Function,Filter image collection by spatial and temporal constraints,Filter Image Collection By Time
1595,script_98260.txt,Function,Sort image collection by cloud cover,Sort Image Collections By Cloud Cover
1596,script_98260.txt,Function,Create mosaic of images,Image Mosaicking
1597,script_98260.txt,Function,Clip mosaic to specific region,Clip Images To A Specific Region
1598,script_98260.txt,Function,Calculate NDWI for water detection,Calculates Normalized Difference Water Index (NDWI)
1599,script_98260.txt,Function,Generate histogram for NDWI values,Generate Time Series Charts For NDVI
1600,script_98260.txt,Function,Chart histogram for visual analysis,Generate Histograms For Image Data Analysis
1601,script_98260.txt,Function,Calculate threshold using Otsu's method,Otsu Thresholding
1602,script_98260.txt,Function,Classify and visualize water based on NDWI threshold,Calculates Normalized Difference Water Index (NDWI)
1603,script_98261.txt,Function,"Filter and sort image collections by location, date, and cloud cover",Sort Image Collections By Cloud Cover
1604,script_98261.txt,Function,Generate mosaics of image collections and clip to region,Clip Images To A Specific Region
1605,script_98261.txt,Function,Calculate Normalized Difference Water Index (NDWI) for images,Calculates Normalized Difference Water Index (NDWI)
1606,script_98261.txt,Function,Visualize NDWI and difference in NDWI on a map,Visualize NDVI And Date Information
1607,script_98261.txt,Function,Identify and mask flood-affected areas using NDWI threshold,Apply Threshold To Identify Flood Extent
1608,script_98261.txt,Function,Refine flood detection by masking permanent water bodies and cloud cover,Mask Areas To Refine Flood Detection
1609,script_98261.txt,Function,Further refine flood detection by analyzing pixel connectivity and terrain slope,Calculate Features To Refine Flood Analysis
1610,script_98262.txt,Function,Filter regions by administrative name,Filter Images By Region
1611,script_98262.txt,Function,Display administrative boundaries on map,Filtering Administrative Boundaries
1612,script_98262.txt,Function,Filter and sort MODIS image collection by date and bounds,Filter Image Collection By Date And Boundaries
1613,script_98262.txt,Function,Create and display mosaic images,Creates And Exports Image Mosaics
1614,script_98262.txt,Function,Calculate and display Normalized Difference Water Index (NDWI),Calculates Normalized Difference Water Index (NDWI)
1615,script_98262.txt,Function,Calculate and display NDWI difference between dates,Calculates Normalized Difference Water Index (NDWI)
1616,script_98262.txt,Function,Generate and display initial flood extent mask,Flood Mask Generation
1617,script_98262.txt,Function,Calculate and display refined flood extent using JRC water seasonality,Calculate Features To Refine Flood Analysis
1618,script_98262.txt,Function,Refine flood mapping by excluding steep slopes using DEM,Calculate Features To Refine Flood Analysis
1619,script_98262.txt,Function,Calculate and display final flood extent area in square kilometers,Calculates Total Flooded Area In Hectares
1620,script_98263.txt,Function,Filters image collections by geographical bounds,Filter Image Collection By Bounds
1621,script_98263.txt,Function,Filters image collections by date range,Filter Image Collection By Date
1622,script_98263.txt,Function,Sorts image collections by cloud coverage,Sort Image Collections By Cloud Cover
1623,script_98263.txt,Function,Calculates normalized difference water index (NDWI),Calculates Normalized Difference Water Index (NDWI)
1624,script_98263.txt,Function,Visualizes data layers on a map,Visualize Data Layers
1625,script_98266.txt,Function,Filter image collection by location and date,Filter Image Collection By Date And Region
1626,script_98266.txt,Function,Select specific image bands,Select Specific Bands From Images
1627,script_98266.txt,Function,Calculate median and mosaic of images,Create Median Composite Of Images
1628,script_98266.txt,Function,Apply focal mean for speckle noise reduction,Speckle Noise Reduction
1629,script_98266.txt,Function,Generate and analyze histograms for thresholding,Generating Histograms
1630,script_98266.txt,Function,Mask data based on water seasonality and terrain slope,Mask Areas To Refine Flood Detection
1631,script_98267.txt,Function,Filter image collection by location and date,Filter Image Collection By Date And Region
1632,script_98267.txt,Function,Select specific image polarization and mode,Select Specific Polarization From Images
1633,script_98267.txt,Function,Create mosaics of image collections for comparison,Generate Image Composites
1634,script_98267.txt,Function,Apply focal mean for speckle noise reduction,Speckle Noise Reduction
1635,script_98267.txt,Function,Calculate and threshold the difference to detect flooding,Apply Threshold To Identify Flood Extent
1636,script_98267.txt,Function,Mask out permanent water bodies to refine flood detection,Mask Areas To Refine Flood Detection
1637,script_98267.txt,Function,Count connected pixels to reduce noise in flood detection,Count Pixels
1638,script_98267.txt,Function,Mask areas based on terrain slope to refine flood detection,Mask Areas To Refine Flood Detection
1639,script_98275.txt,Function,Filter a feature collection by administrative name,Filtering Administrative Boundaries
1640,script_98275.txt,Function,Display selected area on the map with styling,Clip Images To A Specific Region
1641,script_98275.txt,Function,Collect and filter radar images by date and metadata,Filter Image Collection By Date And Region
1642,script_98275.txt,Function,Calculate and display the number of images,Image Index Calculation
1643,script_98275.txt,Function,Visualize radar images with specific visualization parameters,Visualize Radar Images With Specific Visualization Parameters
1644,script_98281.txt,Function,Filters and masks clouds in satellite images,Image Cloud Masking
1645,script_98281.txt,Function,Calculates normalized water and snow indices,Calculates Normalized Difference Water Index (NDWI)
1646,script_98281.txt,Function,Classifies water based on index thresholds,Water Indices/Index Calculation
1647,script_98281.txt,Function,Applies a mask to delineate maximum water extent,Mask Areas To Refine Flood Detection
1648,script_98281.txt,Function,Clips images to the region of interest,Clip Images To A Specific Region
1649,script_98281.txt,Function,Calculates difference between radar bands,Calculate Data For Specific Spectral Bands
1650,script_98281.txt,Function,Generates a terrain slope from DEM data,Terrain Slope Calculation
1651,script_98281.txt,Function,Applies a sophisticated speckle filtering technique,Speckle Filtering
1652,script_98281.txt,Function,Extracts and analyzes vector features from classified images,Classify Images Based On Trained Model
1653,script_98281.txt,Function,Exports processed images to an asset for storage,Export Processed Images
1654,script_98287.txt,Function,Filter image collection by cloudiness and date range,Filter Image Collection By Cloud Coverage
1655,script_98287.txt,Function,Apply cloud and cirrus masking to images,Image Cloud Masking
1656,script_98287.txt,Function,Calculate NDVI and add as new band,Add NDVI Band To Images
1657,script_98287.txt,Function,Calculate NDWI and add as new band,Add NDWI Band To Images
1658,script_98287.txt,Function,Generate time series plots for NDVI and NDWI,Generate Time Series Charts For NDVI
1659,script_98289.txt,Function,Filter image collection by date range,Filter Image Collection By Date
1660,script_98289.txt,Function,Filter image collection by geographic bounds,Filter Image Collection By Bounds
1661,script_98289.txt,Function,Calculate median of image collection for composite image,Calculates Median Of Image Collection
1662,script_98289.txt,Function,Mask clouds and cloud shadows in images,Cloud And Shade Masking
1663,script_98289.txt,Function,Display specific spectral bands and colors,Display Specific Spectral Bands And Colors
1664,script_98290.txt,Function,Mask clouds and shadows from satellite images,Cloud And Shade Masking
1665,script_98290.txt,Function,Calculate median values of image collections,Calculates Median Of Image Collection
1666,script_98290.txt,Function,Sample image properties for classifier training,Sampling Regions For Classifier Training
1667,script_98290.txt,Function,Train classifiers with machine learning algorithms,Trains And Applies Classifier
1668,script_98290.txt,Function,Classify images based on trained classifiers,Classify Images Based On Trained Model
1669,script_98290.txt,Function,Evaluate classifier accuracy using confusion matrix,Evaluate Classifier Performance Using Confusion Matrix
