Relation_ID,Script_ID,Head_Entity,Relation_Type,Tail_Entity,Head_Entity_update,Tail_Entity_update
2554,script_97539.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculates median of image collection and clips to region,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Calculates Median Of Image Collection
2555,script_97539.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculates normalized difference vegetation index,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Computes Normalized Difference Vegetation Index (NDVI)
2556,script_97539.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Calculates soil-adjusted vegetation index,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Vegetation Indices/Index Calculation
2557,script_97539.txt,LANDSAT/LC08/C01/T1_SR,Be_Acted_On,Exports calculated indices and thermal bands to Drive,USGS Landsat 8 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Data To Drive
2558,script_97582.txt,users/avaise99/KP_Boundary,Be_Acted_On,Filter image collection by geographical boundary,users/avaise99/,Filter Image Collection By Bounds
2559,script_97582.txt,users/avaise99/KP_Boundary,Be_Acted_On,Clip the mosaic to a specific boundary,users/avaise99/,Clip Images To Specific Geographic Boundaries
2560,script_97582.txt,users/avaise99/KP_Boundary,Be_Acted_On,Display the processed image on a map,users/avaise99/,Visualize The Processed Data
2561,script_97582.txt,LANDSAT/LC08/C02/T1_TOA,Be_Acted_On,Filter image collection by geographical boundary,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Bounds
2562,script_97582.txt,LANDSAT/LC08/C02/T1_TOA,Be_Acted_On,Filter image collection by date range,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date
2563,script_97582.txt,LANDSAT/LC08/C02/T1_TOA,Be_Acted_On,Sort image collection by cloud cover,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Sort Image Collections By Cloud Cover
2564,script_97582.txt,LANDSAT/LC08/C02/T1_TOA,Be_Acted_On,Mask images based on pixel quality,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Masking
2565,script_97582.txt,LANDSAT/LC08/C02/T1_TOA,Be_Acted_On,Create a mosaic of images,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Mosaicking
2566,script_97582.txt,LANDSAT/LC08/C02/T1_TOA,Be_Acted_On,Clip the mosaic to a specific boundary,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Clip Images To Specific Geographic Boundaries
2567,script_97582.txt,LANDSAT/LC08/C02/T1_TOA,Be_Acted_On,Display the processed image on a map,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Visualize The Processed Data
2568,script_97609.txt,users/eijulio/valles_altos_estados,Be_Acted_On,Clip results to specific geographic areas,users/eijulio/,Clip Images To A Specific Region
2569,script_97609.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Clip results to specific geographic areas,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Clip Images To A Specific Region
2570,script_97609.txt,users/eijulio/valles_altos_estados,Be_Acted_On,Visualize data layers on a map,users/eijulio/,Visualize Data Layers
2571,script_97609.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Visualize data layers on a map,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Visualize Data Layers
2572,script_97609.txt,users/eijulio/valles_altos_estados,Be_Acted_On,Export image and table data to Drive,users/eijulio/,Export Processed Data To Drive
2573,script_97609.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Export image and table data to Drive,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Export Processed Data To Drive
2574,script_97609.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Filter image collections by date range,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Filter Image Collection By Date
2575,script_97609.txt,UCSB-CHG/CHIRPS/PENTAD,Be_Acted_On,Filter image collections by date range,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Filter Image Collection By Date
2576,script_97609.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Calculate monthly total precipitation,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Calculate Total Precipitation
2577,script_97609.txt,UCSB-CHG/CHIRPS/PENTAD,Be_Acted_On,Calculate monthly total precipitation,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Calculate Total Precipitation
2578,script_97609.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Compute long-term monthly averages,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Calculate Long-Term Averages
2579,script_97609.txt,UCSB-CHG/CHIRPS/PENTAD,Be_Acted_On,Compute long-term monthly averages,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Calculate Long-Term Averages
2580,script_97609.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Calculate seasonal deviation of rainfall,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Calculate Annual Precipitation
2581,script_97609.txt,UCSB-CHG/CHIRPS/PENTAD,Be_Acted_On,Calculate seasonal deviation of rainfall,CHIRPS Pentad: Climate Hazards Group InfraRed Precipitation With Station Data (Version 2.0 Final),Calculate Annual Precipitation
2582,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Selects minimum air temperature data,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Selects Air Temperature Data
2583,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Filters data by date and spatial bounds,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Filter Image Collection By Date And Boundaries
2584,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Converts temperature from Kelvin to Celsius,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Unit Conversion For Temperature Data
2585,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Calculates minimum temperature over time,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Temperature Calculation
2586,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Clips minimum temperature data to area of interest,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Clip Temperature Data To Area Of Interest
2587,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Selects maximum air temperature data,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Selects Air Temperature Data
2588,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Calculates maximum temperature over time,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Temperature Calculation
2589,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Clips maximum temperature data to area of interest,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Clip Temperature Data To Area Of Interest
2590,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Selects mean air temperature data,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Selects Air Temperature Data
2591,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Calculates average temperature over time,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Temperature Calculation
2592,script_97610.txt,ECMWF/ERA5/DAILY,Be_Acted_On,Clips average temperature data to area of interest,ERA5 Daily Aggregates - Latest Climate Reanalysis Produced by ECMWF / Copernicus Climate Change Service,Clip Temperature Data To Area Of Interest
2593,script_97610.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Filters data by date and spatial bounds,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Filter Image Collection By Date And Boundaries
2594,script_97610.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Clips minimum temperature data to area of interest,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Clip Temperature Data To Area Of Interest
2595,script_97610.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Clips maximum temperature data to area of interest,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Clip Temperature Data To Area Of Interest
2596,script_97610.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Clips average temperature data to area of interest,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Clip Temperature Data To Area Of Interest
2597,script_97610.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Visualizes temperature data on a map,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Visualize Temperature Data
2598,script_97610.txt,FAO/GAUL_SIMPLIFIED_500m/2015/level2,Be_Acted_On,Exports temperature data to Google Drive,"FAO GAUL 500m: Global Administrative Unit Layers 2015, Second-Level Administrative Units",Export Processed Data To Google Drive
2599,script_97622.txt,users/eikhaingzinthan72019/gadm36_MMR_1,Be_Acted_On,Filter image collection by date and location,users/eikhaingzinthan72019/,Filter Image Collection By Date And Region
2600,script_97622.txt,users/eikhaingzinthan72019/gadm36_MMR_1,Be_Acted_On,Calculate median values from image collection,users/eikhaingzinthan72019/,Calculates Median Of Image Collection
2601,script_97622.txt,users/eikhaingzinthan72019/gadm36_MMR_1,Be_Acted_On,Mask clouds from satellite images,users/eikhaingzinthan72019/,Image Cloud Masking
2602,script_97622.txt,users/eikhaingzinthan72019/gadm36_MMR_1,Be_Acted_On,Calculate NDVI for each image in a collection,users/eikhaingzinthan72019/,Calculate Statistical Indicators Of Image Collection
2603,script_97622.txt,users/eikhaingzinthan72019/gadm36_MMR_1,Be_Acted_On,Generate monthly average NDVI values,users/eikhaingzinthan72019/,Compute Median Of NDVI
2604,script_97622.txt,users/eikhaingzinthan72019/gadm36_MMR_1,Be_Acted_On,Classify land cover based on training data,users/eikhaingzinthan72019/,Classify Images Based On Training Data
2605,script_97622.txt,users/eikhaingzinthan72019/gadm36_MMR_1,Be_Acted_On,Export classified land cover map,users/eikhaingzinthan72019/,Export Land Cover Data
2606,script_97622.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filter image collection by date and location,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Region
2607,script_97622.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Calculate median values from image collection,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
2608,script_97622.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Mask clouds from satellite images,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Image Cloud Masking
2609,script_97622.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Calculate NDVI for each image in a collection,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculate Statistical Indicators Of Image Collection
2610,script_97622.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Generate monthly average NDVI values,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Compute Median Of NDVI
2611,script_97622.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Classify land cover based on training data,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Classify Images Based On Training Data
2612,script_97622.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Export classified land cover map,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Export Land Cover Data
2613,script_97651.txt,LANDSAT/LE07/C01/T1_SR,Be_Acted_On,Filter image collections by date and location,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Filter Image Collection By Date And Region
2614,script_97651.txt,LANDSAT/LE07/C01/T1_SR,Be_Acted_On,Apply a mask to remove clouds and occlusions,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Cloud And Shade Masking
2615,script_97651.txt,LANDSAT/LE07/C01/T1_SR,Be_Acted_On,Export cleaned images to Google Drive,USGS Landsat 7 Collection 2 Tier 1 and Real-Time data Raw Scenes,Export Processed Images To Google Drive
2616,script_97683.txt,NOAA/VIIRS/DNB/MONTHLY_V1/VCMCFG,Be_Acted_On,Filter images by date and spatial bounds,VIIRS Nighttime Day/Night Band Composites Version 1,Filter Image Collection By Date And Boundaries
2617,script_97683.txt,VITO/PROBAV/C1/S1_TOC_100M,Be_Acted_On,Filter images by date and spatial bounds,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,Filter Image Collection By Date And Boundaries
2618,script_97683.txt,NOAA/VIIRS/001/VNP09GA,Be_Acted_On,Filter images by date and spatial bounds,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,Filter Image Collection By Date And Boundaries
2619,script_97683.txt,MODIS/006/MCD43A1,Be_Acted_On,Filter images by date and spatial bounds,MCD43A1.061 MODIS BRDF-Albedo Model Parameters Daily 500m,Filter Image Collection By Date And Boundaries
2620,script_97683.txt,ASTER/AST_L1T_003,Be_Acted_On,Filter images by date and spatial bounds,ASTER L1T Radiance,Filter Image Collection By Date And Boundaries
2621,script_97683.txt,LANDSAT/LT04/C01/T1_TOA,Be_Acted_On,Filter images by date and spatial bounds,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
2622,script_97683.txt,LANDSAT/LT05/C01/T1_TOA,Be_Acted_On,Filter images by date and spatial bounds,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
2623,script_97683.txt,LANDSAT/LE07/C01/T1_TOA,Be_Acted_On,Filter images by date and spatial bounds,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
2624,script_97683.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Filter images by date and spatial bounds,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Filter Image Collection By Date And Boundaries
2625,script_97683.txt,COPERNICUS/S3/OLCI,Be_Acted_On,Filter images by date and spatial bounds,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,Filter Image Collection By Date And Boundaries
2626,script_97683.txt,COPERNICUS/S2,Be_Acted_On,Filter images by date and spatial bounds,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Filter Image Collection By Date And Boundaries
2627,script_97683.txt,NOAA/VIIRS/DNB/MONTHLY_V1/VCMCFG,Be_Acted_On,Compute median of image collections,VIIRS Nighttime Day/Night Band Composites Version 1,Calculates Median Of Image Collection
2628,script_97683.txt,VITO/PROBAV/C1/S1_TOC_100M,Be_Acted_On,Compute median of image collections,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,Calculates Median Of Image Collection
2629,script_97683.txt,NOAA/VIIRS/001/VNP09GA,Be_Acted_On,Compute median of image collections,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,Calculates Median Of Image Collection
2630,script_97683.txt,MODIS/006/MCD43A1,Be_Acted_On,Compute median of image collections,MCD43A1.061 MODIS BRDF-Albedo Model Parameters Daily 500m,Calculates Median Of Image Collection
2631,script_97683.txt,ASTER/AST_L1T_003,Be_Acted_On,Compute median of image collections,ASTER L1T Radiance,Calculates Median Of Image Collection
2632,script_97683.txt,LANDSAT/LT04/C01/T1_TOA,Be_Acted_On,Compute median of image collections,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
2633,script_97683.txt,LANDSAT/LT05/C01/T1_TOA,Be_Acted_On,Compute median of image collections,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
2634,script_97683.txt,LANDSAT/LE07/C01/T1_TOA,Be_Acted_On,Compute median of image collections,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
2635,script_97683.txt,LANDSAT/LC08/C01/T1_TOA,Be_Acted_On,Compute median of image collections,USGS Landsat 8 Collection 2 Tier 1 TOA Reflectance,Calculates Median Of Image Collection
2636,script_97683.txt,COPERNICUS/S3/OLCI,Be_Acted_On,Compute median of image collections,Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution,Calculates Median Of Image Collection
2637,script_97683.txt,COPERNICUS/S2,Be_Acted_On,Compute median of image collections,"Sentinel-2 MSI: MultiSpectral Instrument, Level-1C",Calculates Median Of Image Collection
2638,script_97683.txt,NOAA/VIIRS/DNB/MONTHLY_V1/VCMCFG,Be_Acted_On,Clip images to a specific geographic region,VIIRS Nighttime Day/Night Band Composites Version 1,Clip Images To A Specific Region
2639,script_97683.txt,VITO/PROBAV/C1/S1_TOC_100M,Be_Acted_On,Clip images to a specific geographic region,PROBA-V C1 Top Of Canopy Daily Synthesis 100m,Clip Images To A Specific Region
2640,script_97683.txt,NOAA/VIIRS/001/VNP09GA,Be_Acted_On,Clip images to a specific geographic region,VNP09GA: VIIRS Surface Reflectance Daily 500m and 1km,Clip Images To A Specific Region
2641,script_97683.txt,MODIS/006/MCD43A1,Be_Acted_On,Clip images to a specific geographic region,MCD43A1.061 MODIS BRDF-Albedo Model Parameters Daily 500m,Clip Images To A Specific Region
2642,script_97683.txt,ASTER/AST_L1T_003,Be_Acted_On,Clip images to a specific geographic region,ASTER L1T Radiance,Clip Images To A Specific Region
2643,script_97683.txt,LANDSAT/LT04/C01/T1_TOA,Be_Acted_On,Clip images to a specific geographic region,USGS Landsat 4 TM Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
2644,script_97683.txt,LANDSAT/LT05/C01/T1_TOA,Be_Acted_On,Clip images to a specific geographic region,USGS Landsat 5 TM Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
2645,script_97683.txt,LANDSAT/LE07/C01/T1_TOA,Be_Acted_On,Clip images to a specific geographic region,USGS Landsat 7 Collection 2 Tier 1 TOA Reflectance,Clip Images To A Specific Region
